(05/11/2018 00:09:31) Fledge::Core::Application::initPreRenderWindow (Line 2686) Info: Creating ObjectAnimImporterManager...
(05/11/2018 00:09:31) Fledge::Core::Application::initPreRenderWindow (Line 2689) Info: Creating RouteManager...
(05/11/2018 00:09:31) Fledge::Core::Application::initPreRenderWindow (Line 2692) Info: Creating NavigationMeshManager...
(05/11/2018 00:09:31) Fledge::Core::Application::initPreRenderWindow (Line 2695) Info: Creating LinkedObjectsManager...
(05/11/2018 00:09:31) Fledge::Core::Application::initPreRenderWindow (Line 2698) Info: Creating VideoInfoManager...
(05/11/2018 00:09:31) Fledge::Core::Application::initPreRenderWindow (Line 2701) Info: Registering default object animation track factories...
(05/11/2018 00:09:31) Fledge::Core::Application::initPreRenderWindow (Line 2725) Info: Installing Plugins...
(05/11/2018 00:09:31) Fledge::Core::Application::initPreRenderWindow (Line 2741) Info: Creating ResourcePackageManager...
(05/11/2018 00:09:32) Fledge::Core::Application::initPreRenderWindow (Line 2825) Info: Parsing settings file '..\settings.ini' again...
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseFile (Line 243) Info: Parsing settings file '..\settings.ini'...
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: fullscreen=true
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: screen_size_windowed=1280x720
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: gamma_correction_value=1.000
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: resource_package_type=PakFiles
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: load_from_binary_files=true
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: max_frame_rate=120
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: starting_level=starting_level
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: game_mode=Default
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: general_detail_level=Auto
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: master_volume=1.000
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: effect_volume=1.000
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: music_volume=1.000
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: logging_enabled=true
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: auto_lock_on_enemies=true
(05/11/2018 00:09:32) Fledge::Core::SettingsManager::parseSetting (Line 176) Info:   Parsing Setting: auto_switch_lock_on=true
